guid,voucher_guid,stock_item_name,qty_qtl,rate
BV00091-1,BV00091,Pellets,3063.0,7467
BV00092-1,BV00092,Cotton Stalk,3593.0,2378
BV00093-1,BV00093,Cotton Stalk,3479.0,2433
BV00094-1,BV00094,Cotton Stalk,3817.0,2471
BV00095-1,BV00095,Cotton Stalk,3693.0,2387
BV00096-1,BV00096,Cotton Stalk,3581.0,2487
BV00097-1,BV00097,Cotton Stalk,3219.0,2438
BV00098-1,BV00098,Cotton Stalk,3541.0,2425
BV00099-1,BV00099,Cotton Stalk,3111.0,2489
BV00100-1,BV00100,Cotton Stalk,3638.0,2512
BV00101-1,BV00101,Cotton Stalk,3893.0,2389
BV00102-1,BV00102,Cotton Stalk,3734.0,2416
BV00103-1,BV00103,Cotton Stalk,2879.0,2410
BV00104-1,BV00104,Cotton Stalk,3687.0,2445
BV00105-1,BV00105,Cotton Stalk,2879.0,2383
BV00106-1,BV00106,Groundnut Shell,2755.0,2606
BV00107-1,BV00107,Groundnut Shell,2861.0,2573
BV00108-1,BV00108,Groundnut Shell,2891.0,2633
BV00109-1,BV00109,Groundnut Shell,2592.0,2590
BV00110-1,BV00110,Groundnut Shell,2904.0,2647
BV00111-1,BV00111,Groundnut Shell,2777.0,2607
BV00112-1,BV00112,Groundnut Shell,2176.0,2701
BV00113-1,BV00113,Pellets,3153.0,7487
BV00114-1,BV00114,Pellets,3153.0,7442
BV00115-1,BV00115,Cotton Stalk,2843.0,2412
BV00116-1,BV00116,Cotton Stalk,3302.0,2348
BV00117-1,BV00117,Cotton Stalk,3114.0,2373
BV00118-1,BV00118,Cotton Stalk,2924.0,2363
BV00119-1,BV00119,Cotton Stalk,3510.0,2368
BV00120-1,BV00120,Cotton Stalk,3418.0,2371
BV00121-1,BV00121,Cotton Stalk,3126.0,2309
BV00122-1,BV00122,Cotton Stalk,3326.0,2404
BV00123-1,BV00123,Cotton Stalk,3941.0,2324
BV00124-1,BV00124,Cotton Stalk,3493.0,2369
BV00125-1,BV00125,Cotton Stalk,3303.0,2341
BV00126-1,BV00126,Cotton Stalk,3192.0,2409
BV00127-1,BV00127,Cotton Stalk,3532.0,2389
BV00128-1,BV00128,Cotton Stalk,3320.0,2322
BV00129-1,BV00129,Cotton Stalk,3287.0,2306
BV00130-1,BV00130,Groundnut Shell,2694.0,2595
BV00131-1,BV00131,Groundnut Shell,2535.0,2601
BV00132-1,BV00132,Groundnut Shell,2795.0,2526
BV00133-1,BV00133,Groundnut Shell,2535.0,2567
BV00134-1,BV00134,Groundnut Shell,2946.0,2500
BV00135-1,BV00135,Groundnut Shell,2609.0,2592
BV00136-1,BV00136,Groundnut Shell,3187.0,2550
BV00137-1,BV00137,Pellets,2818.0,7489
BV00138-1,BV00138,Pellets,2817.0,7305
BV00139-1,BV00139,Cotton Stalk,2491.0,2264
BV00140-1,BV00140,Cotton Stalk,2939.0,2234
BV00141-1,BV00141,Cotton Stalk,2878.0,2265
BV00142-1,BV00142,Cotton Stalk,2476.0,2324
BV00143-1,BV00143,Cotton Stalk,2628.0,2289
BV00144-1,BV00144,Cotton Stalk,2641.0,2245
BV00145-1,BV00145,Cotton Stalk,2378.0,2281
BV00146-1,BV00146,Cotton Stalk,2579.0,2224
BV00147-1,BV00147,Cotton Stalk,2368.0,2226
BV00148-1,BV00148,Cotton Stalk,2931.0,2235
BV00149-1,BV00149,Cotton Stalk,2816.0,2325
BV00150-1,BV00150,Cotton Stalk,2709.0,2296
BV00151-1,BV00151,Cotton Stalk,2992.0,2204
BV00152-1,BV00152,Cotton Stalk,2400.0,2237
BV00153-1,BV00153,Cotton Stalk,2935.0,2262
BV00154-1,BV00154,Cotton Stalk,2529.0,2227
BV00155-1,BV00155,Cotton Stalk,2995.0,2262
BV00156-1,BV00156,Cotton Stalk,2754.0,2265
BV00157-1,BV00157,Cotton Stalk,2627.0,2227
BV00158-1,BV00158,Cotton Stalk,2228.0,2247
BV00159-1,BV00159,Cotton Stalk,2633.0,2259
BV00160-1,BV00160,Groundnut Shell,4060.0,2453
BV00161-1,BV00161,Groundnut Shell,3967.0,2421
BV00162-1,BV00162,Groundnut Shell,3630.0,2471
BV00163-1,BV00163,Groundnut Shell,3689.0,2431
BV00164-1,BV00164,Groundnut Shell,3660.0,2368
BV00165-1,BV00165,Groundnut Shell,2744.0,2509
BV00166-1,BV00166,Cotton Stalk,3395.0,2121
BV00167-1,BV00167,Cotton Stalk,3019.0,2179
BV00168-1,BV00168,Cotton Stalk,3313.0,2185
BV00169-1,BV00169,Cotton Stalk,2908.0,2127
BV00170-1,BV00170,Cotton Stalk,3543.0,2171
BV00171-1,BV00171,Cotton Stalk,3175.0,2217
BV00172-1,BV00172,Cotton Stalk,3653.0,2190
BV00173-1,BV00173,Cotton Stalk,3619.0,2247
BV00174-1,BV00174,Cotton Stalk,3100.0,2239
BV00175-1,BV00175,Cotton Stalk,3058.0,2154
BV00176-1,BV00176,Cotton Stalk,3459.0,2131
BV00177-1,BV00177,Cotton Stalk,3597.0,2238
BV00178-1,BV00178,Cotton Stalk,3060.0,2190
BV00179-1,BV00179,Cotton Stalk,2890.0,2180
BV00180-1,BV00180,Cotton Stalk,3197.0,2191
BV00181-1,BV00181,Cotton Stalk,3180.0,2204
BV00182-1,BV00182,Cotton Stalk,2860.0,2123
BV00183-1,BV00183,Groundnut Shell,2395.0,2307
BV00184-1,BV00184,Groundnut Shell,3065.0,2378
BV00185-1,BV00185,Groundnut Shell,2782.0,2369
BV00186-1,BV00186,Groundnut Shell,3021.0,2389
BV00187-1,BV00187,Groundnut Shell,2618.0,2356
BV00188-1,BV00188,Groundnut Shell,2395.0,2359
BV00189-1,BV00189,Groundnut Shell,2231.0,2361
BV00190-1,BV00190,Groundnut Shell,2892.0,2293
BV00191-1,BV00191,Cotton Stalk,3102.0,2088
BV00192-1,BV00192,Cotton Stalk,3009.0,2085
BV00193-1,BV00193,Cotton Stalk,3243.0,2196
BV00194-1,BV00194,Cotton Stalk,3472.0,2094
BV00195-1,BV00195,Cotton Stalk,2989.0,2118
BV00196-1,BV00196,Cotton Stalk,3231.0,2086
BV00197-1,BV00197,Cotton Stalk,3032.0,2166
BV00198-1,BV00198,Cotton Stalk,2879.0,2117
BV00199-1,BV00199,Cotton Stalk,2929.0,2096
BV00200-1,BV00200,Cotton Stalk,3219.0,2117
BV00201-1,BV00201,Cotton Stalk,3221.0,2162
BV00202-1,BV00202,Cotton Stalk,2764.0,2149
BV00203-1,BV00203,Cotton Stalk,3285.0,2156
BV00204-1,BV00204,Cotton Stalk,2829.0,2190
BV00205-1,BV00205,Cotton Stalk,3294.0,2141
BV00206-1,BV00206,Cotton Stalk,2691.0,2103
BV00207-1,BV00207,Cotton Stalk,3032.0,2102
BV00208-1,BV00208,Cotton Stalk,3084.0,2186
BV00209-1,BV00209,Groundnut Shell,3022.0,2255
BV00210-1,BV00210,Groundnut Shell,2361.0,2301
BV00211-1,BV00211,Groundnut Shell,2850.0,2264
BV00212-1,BV00212,Groundnut Shell,2783.0,2377
BV00213-1,BV00213,Groundnut Shell,2465.0,2300
BV00214-1,BV00214,Groundnut Shell,2738.0,2313
BV00215-1,BV00215,Groundnut Shell,2709.0,2349
BV00216-1,BV00216,Groundnut Shell,2580.0,2369
BV00217-1,BV00217,Cotton Stalk,3817.0,2155
BV00218-1,BV00218,Cotton Stalk,3845.0,2173
BV00219-1,BV00219,Cotton Stalk,3609.0,2144
BV00220-1,BV00220,Cotton Stalk,3879.0,2119
BV00221-1,BV00221,Cotton Stalk,4048.0,2227
BV00222-1,BV00222,Cotton Stalk,3747.0,2172
BV00223-1,BV00223,Cotton Stalk,3053.0,2132
BV00224-1,BV00224,Cotton Stalk,3494.0,2224
BV00225-1,BV00225,Cotton Stalk,3036.0,2120
BV00226-1,BV00226,Cotton Stalk,3483.0,2167
BV00227-1,BV00227,Cotton Stalk,3390.0,2167
BV00228-1,BV00228,Cotton Stalk,3319.0,2196
BV00229-1,BV00229,Cotton Stalk,4226.0,2151
BV00230-1,BV00230,Cotton Stalk,3870.0,2233
BV00231-1,BV00231,Cotton Stalk,3478.0,2201
BV00232-1,BV00232,Groundnut Shell,2772.0,2325
BV00233-1,BV00233,Groundnut Shell,3002.0,2416
BV00234-1,BV00234,Groundnut Shell,2446.0,2318
BV00235-1,BV00235,Groundnut Shell,2215.0,2337
BV00236-1,BV00236,Groundnut Shell,2764.0,2380
BV00237-1,BV00237,Groundnut Shell,2853.0,2315
BV00238-1,BV00238,Groundnut Shell,2571.0,2334
BV00239-1,BV00239,Groundnut Shell,2492.0,2389
BV00240-1,BV00240,Cotton Stalk,2470.0,2173
BV00241-1,BV00241,Cotton Stalk,2675.0,2185
BV00242-1,BV00242,Cotton Stalk,2763.0,2186
BV00243-1,BV00243,Cotton Stalk,2255.0,2295
BV00244-1,BV00244,Cotton Stalk,2908.0,2195
BV00245-1,BV00245,Cotton Stalk,2286.0,2196
BV00246-1,BV00246,Cotton Stalk,2678.0,2265
BV00247-1,BV00247,Cotton Stalk,2503.0,2266
BV00248-1,BV00248,Cotton Stalk,2272.0,2175
BV00249-1,BV00249,Cotton Stalk,2910.0,2235
BV00250-1,BV00250,Cotton Stalk,2457.0,2212
BV00251-1,BV00251,Cotton Stalk,2635.0,2170
BV00252-1,BV00252,Cotton Stalk,2526.0,2272
BV00253-1,BV00253,Cotton Stalk,2955.0,2299
BV00254-1,BV00254,Cotton Stalk,2590.0,2206
BV00255-1,BV00255,Cotton Stalk,2841.0,2279
BV00256-1,BV00256,Cotton Stalk,2488.0,2293
BV00257-1,BV00257,Cotton Stalk,2550.0,2179
BV00258-1,BV00258,Cotton Stalk,2723.0,2291
BV00259-1,BV00259,Cotton Stalk,2682.0,2213
BV00260-1,BV00260,Cotton Stalk,2174.0,2215
BV00261-1,BV00261,Groundnut Shell,2288.0,2351
BV00262-1,BV00262,Groundnut Shell,2929.0,2483
BV00263-1,BV00263,Groundnut Shell,2288.0,2440
BV00264-1,BV00264,Groundnut Shell,2741.0,2484
BV00265-1,BV00265,Groundnut Shell,2369.0,2363
BV00266-1,BV00266,Groundnut Shell,2843.0,2401
BV00267-1,BV00267,Groundnut Shell,2953.0,2437
BV00268-1,BV00268,Groundnut Shell,2722.0,2455
BV00269-1,BV00269,Cotton Stalk,3381.0,2367
BV00270-1,BV00270,Cotton Stalk,4106.0,2274
BV00271-1,BV00271,Cotton Stalk,3411.0,2259
BV00272-1,BV00272,Cotton Stalk,3506.0,2282
BV00273-1,BV00273,Cotton Stalk,3981.0,2267
BV00274-1,BV00274,Cotton Stalk,3541.0,2237
BV00275-1,BV00275,Cotton Stalk,3609.0,2237
BV00276-1,BV00276,Cotton Stalk,3522.0,2350
BV00277-1,BV00277,Cotton Stalk,4240.0,2284
BV00278-1,BV00278,Cotton Stalk,3118.0,2368
BV00279-1,BV00279,Cotton Stalk,3221.0,2337
BV00280-1,BV00280,Cotton Stalk,4183.0,2259
BV00281-1,BV00281,Cotton Stalk,4097.0,2319
BV00282-1,BV00282,Cotton Stalk,3840.0,2336
BV00283-1,BV00283,Cotton Stalk,3524.0,2334
BV00284-1,BV00284,Groundnut Shell,3080.0,2525
BV00285-1,BV00285,Groundnut Shell,3255.0,2544
BV00286-1,BV00286,Groundnut Shell,3124.0,2495
BV00287-1,BV00287,Groundnut Shell,2750.0,2553
BV00288-1,BV00288,Groundnut Shell,2903.0,2446
BV00289-1,BV00289,Groundnut Shell,3458.0,2558
BV00290-1,BV00290,Groundnut Shell,2928.0,2439
BV00291-1,BV00291,Cotton Stalk,2647.0,2464
BV00292-1,BV00292,Cotton Stalk,2687.0,2421
BV00293-1,BV00293,Cotton Stalk,2490.0,2506
BV00294-1,BV00294,Cotton Stalk,2724.0,2482
BV00295-1,BV00295,Cotton Stalk,2241.0,2534
BV00296-1,BV00296,Cotton Stalk,2815.0,2433
BV00297-1,BV00297,Cotton Stalk,2728.0,2473
BV00298-1,BV00298,Cotton Stalk,2147.0,2509
BV00299-1,BV00299,Cotton Stalk,2532.0,2504
BV00300-1,BV00300,Cotton Stalk,2339.0,2475
BV00301-1,BV00301,Cotton Stalk,2575.0,2506
BV00302-1,BV00302,Cotton Stalk,2129.0,2554
BV00303-1,BV00303,Cotton Stalk,2436.0,2473
BV00304-1,BV00304,Cotton Stalk,2364.0,2468
BV00305-1,BV00305,Cotton Stalk,2588.0,2481
BV00306-1,BV00306,Cotton Stalk,2840.0,2475
BV00307-1,BV00307,Cotton Stalk,2267.0,2468
BV00308-1,BV00308,Cotton Stalk,2139.0,2446
BV00309-1,BV00309,Cotton Stalk,2234.0,2469
BV00310-1,BV00310,Cotton Stalk,2940.0,2465
BV00311-1,BV00311,Groundnut Shell,3917.0,2765
BV00312-1,BV00312,Groundnut Shell,3399.0,2651
BV00313-1,BV00313,Groundnut Shell,3903.0,2695
BV00314-1,BV00314,Groundnut Shell,3877.0,2707
BV00315-1,BV00315,Groundnut Shell,4295.0,2630
BV00316-1,BV00316,Cotton Stalk,2071.0,2607
BV00317-1,BV00317,Cotton Stalk,2464.0,2497
BV00318-1,BV00318,Cotton Stalk,2051.0,2515
BV00319-1,BV00319,Cotton Stalk,2393.0,2507
BV00320-1,BV00320,Cotton Stalk,2675.0,2534
BV00321-1,BV00321,Cotton Stalk,2599.0,2511
BV00322-1,BV00322,Cotton Stalk,2234.0,2491
BV00323-1,BV00323,Cotton Stalk,2061.0,2521
BV00324-1,BV00324,Cotton Stalk,2097.0,2598
BV00325-1,BV00325,Cotton Stalk,2508.0,2489
BV00326-1,BV00326,Cotton Stalk,2465.0,2531
BV00327-1,BV00327,Cotton Stalk,2495.0,2569
BV00328-1,BV00328,Cotton Stalk,1988.0,2564
BV00329-1,BV00329,Cotton Stalk,2206.0,2520
BV00330-1,BV00330,Cotton Stalk,2620.0,2579
BV00331-1,BV00331,Cotton Stalk,2197.0,2614
BV00332-1,BV00332,Cotton Stalk,2582.0,2536
BV00333-1,BV00333,Cotton Stalk,2315.0,2522
BV00334-1,BV00334,Cotton Stalk,2077.0,2550
BV00335-1,BV00335,Cotton Stalk,2542.0,2549
BV00336-1,BV00336,Cotton Stalk,2450.0,2608
BV00337-1,BV00337,Groundnut Shell,2395.0,2789
BV00338-1,BV00338,Groundnut Shell,2198.0,2742
BV00339-1,BV00339,Groundnut Shell,2586.0,2774
BV00340-1,BV00340,Groundnut Shell,2721.0,2710
BV00341-1,BV00341,Groundnut Shell,2012.0,2713
BV00342-1,BV00342,Groundnut Shell,2322.0,2729
BV00343-1,BV00343,Groundnut Shell,2463.0,2712
BV00344-1,BV00344,Groundnut Shell,2394.0,2737
BV00345-1,BV00345,Cotton Stalk,2067.0,2603
BV00346-1,BV00346,Cotton Stalk,1747.0,2586
BV00347-1,BV00347,Cotton Stalk,2033.0,2646
BV00348-1,BV00348,Cotton Stalk,2269.0,2561
BV00349-1,BV00349,Cotton Stalk,2048.0,2575
BV00350-1,BV00350,Cotton Stalk,2228.0,2604
BV00351-1,BV00351,Cotton Stalk,1865.0,2552
BV00352-1,BV00352,Cotton Stalk,1994.0,2658
BV00353-1,BV00353,Cotton Stalk,1700.0,2556
BV00354-1,BV00354,Cotton Stalk,1758.0,2530
BV00355-1,BV00355,Cotton Stalk,2297.0,2647
BV00356-1,BV00356,Cotton Stalk,2145.0,2576
BV00357-1,BV00357,Cotton Stalk,1830.0,2643
BV00358-1,BV00358,Cotton Stalk,2075.0,2558
BV00359-1,BV00359,Cotton Stalk,2025.0,2535
BV00360-1,BV00360,Cotton Stalk,2010.0,2622
BV00361-1,BV00361,Cotton Stalk,1731.0,2553
BV00362-1,BV00362,Cotton Stalk,1899.0,2524
BV00363-1,BV00363,Cotton Stalk,2271.0,2525
BV00364-1,BV00364,Cotton Stalk,1701.0,2545
BV00365-1,BV00365,Cotton Stalk,2156.0,2522
BV00366-1,BV00366,Cotton Stalk,1753.0,2559
BV00367-1,BV00367,Cotton Stalk,2423.0,2558
BV00368-1,BV00368,Cotton Stalk,1961.0,2663
BV00369-1,BV00369,Groundnut Shell,2369.0,2881
BV00370-1,BV00370,Groundnut Shell,2360.0,2843
BV00371-1,BV00371,Groundnut Shell,3110.0,2791
BV00372-1,BV00372,Groundnut Shell,2495.0,2880
BV00373-1,BV00373,Groundnut Shell,2550.0,2815
BV00374-1,BV00374,Groundnut Shell,3006.0,2859
BV00375-1,BV00375,Groundnut Shell,2771.0,2830
BV00376-1,BV00376,Cotton Stalk,2008.0,2684
BV00377-1,BV00377,Cotton Stalk,2441.0,2618
BV00378-1,BV00378,Cotton Stalk,2514.0,2703
BV00379-1,BV00379,Cotton Stalk,2567.0,2593
BV00380-1,BV00380,Cotton Stalk,2258.0,2671
BV00381-1,BV00381,Cotton Stalk,2483.0,2614
BV00382-1,BV00382,Cotton Stalk,2500.0,2615
BV00383-1,BV00383,Cotton Stalk,2094.0,2633
BV00384-1,BV00384,Cotton Stalk,2306.0,2617
BV00385-1,BV00385,Cotton Stalk,2465.0,2613
BV00386-1,BV00386,Cotton Stalk,1944.0,2589
BV00387-1,BV00387,Cotton Stalk,2493.0,2615
BV00388-1,BV00388,Cotton Stalk,2172.0,2658
BV00389-1,BV00389,Cotton Stalk,2059.0,2577
BV00390-1,BV00390,Cotton Stalk,2159.0,2590
BV00391-1,BV00391,Cotton Stalk,2209.0,2652
BV00392-1,BV00392,Cotton Stalk,2518.0,2582
BV00393-1,BV00393,Cotton Stalk,1918.0,2659
BV00394-1,BV00394,Cotton Stalk,2434.0,2714
BV00395-1,BV00395,Groundnut Shell,2749.0,2936
BV00396-1,BV00396,Groundnut Shell,2364.0,2774
BV00397-1,BV00397,Groundnut Shell,2705.0,2845
BV00398-1,BV00398,Groundnut Shell,2595.0,2832
BV00399-1,BV00399,Groundnut Shell,2005.0,2915
BV00400-1,BV00400,Groundnut Shell,2457.0,2842
BV00401-1,BV00401,Groundnut Shell,2058.0,2931
BV00402-1,BV00402,Pellets,2881.0,7671
BV00403-1,BV00403,Pellets,2880.0,7737
BV00404-1,BV00404,Cotton Stalk,3526.0,2640
BV00405-1,BV00405,Cotton Stalk,3147.0,2636
BV00406-1,BV00406,Cotton Stalk,3442.0,2527
BV00407-1,BV00407,Cotton Stalk,2897.0,2503
BV00408-1,BV00408,Cotton Stalk,3288.0,2517
BV00409-1,BV00409,Cotton Stalk,3671.0,2605
BV00410-1,BV00410,Cotton Stalk,3879.0,2542
BV00411-1,BV00411,Cotton Stalk,3783.0,2576
BV00412-1,BV00412,Cotton Stalk,2843.0,2543
BV00413-1,BV00413,Cotton Stalk,3043.0,2551
BV00414-1,BV00414,Cotton Stalk,3498.0,2640
BV00415-1,BV00415,Cotton Stalk,3388.0,2587
BV00416-1,BV00416,Cotton Stalk,3200.0,2585
BV00417-1,BV00417,Groundnut Shell,3205.0,2797
BV00418-1,BV00418,Groundnut Shell,3306.0,2841
BV00419-1,BV00419,Groundnut Shell,3046.0,2816
BV00420-1,BV00420,Groundnut Shell,4143.0,2843
BV00421-1,BV00421,Groundnut Shell,3258.0,2790
BV00422-1,BV00422,Pellets,3178.0,7576
BV00423-1,BV00423,Pellets,3177.0,7522
BV00424-1,BV00424,Cotton Stalk,3083.0,2438
BV00425-1,BV00425,Cotton Stalk,3148.0,2413
BV00426-1,BV00426,Cotton Stalk,2539.0,2450
BV00427-1,BV00427,Cotton Stalk,2948.0,2437
BV00428-1,BV00428,Cotton Stalk,2876.0,2489
BV00429-1,BV00429,Cotton Stalk,2974.0,2454
BV00430-1,BV00430,Cotton Stalk,2642.0,2451
BV00431-1,BV00431,Cotton Stalk,2784.0,2481
BV00432-1,BV00432,Cotton Stalk,3168.0,2539
BV00433-1,BV00433,Cotton Stalk,3010.0,2424
BV00434-1,BV00434,Cotton Stalk,3195.0,2492
BV00435-1,BV00435,Cotton Stalk,2958.0,2451
BV00436-1,BV00436,Cotton Stalk,3013.0,2484
BV00437-1,BV00437,Cotton Stalk,2980.0,2445
BV00438-1,BV00438,Cotton Stalk,2704.0,2411
BV00439-1,BV00439,Groundnut Shell,2473.0,2671
BV00440-1,BV00440,Groundnut Shell,2828.0,2751
BV00441-1,BV00441,Groundnut Shell,2957.0,2692
BV00442-1,BV00442,Groundnut Shell,3126.0,2724
BV00443-1,BV00443,Groundnut Shell,2993.0,2603
BV00444-1,BV00444,Groundnut Shell,2742.0,2727
BV00445-1,BV00445,Pellets,5473.0,7654
BV00446-1,BV00446,Cotton Stalk,2940.0,2349
BV00447-1,BV00447,Cotton Stalk,3106.0,2335
BV00448-1,BV00448,Cotton Stalk,2899.0,2442
BV00449-1,BV00449,Cotton Stalk,3153.0,2355
BV00450-1,BV00450,Cotton Stalk,2783.0,2325
BV00451-1,BV00451,Cotton Stalk,2670.0,2360
BV00452-1,BV00452,Cotton Stalk,2666.0,2374
BV00453-1,BV00453,Cotton Stalk,3138.0,2335
BV00454-1,BV00454,Cotton Stalk,3030.0,2441
BV00455-1,BV00455,Cotton Stalk,3032.0,2367
BV00456-1,BV00456,Cotton Stalk,2784.0,2356
BV00457-1,BV00457,Cotton Stalk,2500.0,2359
BV00458-1,BV00458,Cotton Stalk,2616.0,2362
BV00459-1,BV00459,Cotton Stalk,2271.0,2393
BV00460-1,BV00460,Cotton Stalk,2482.0,2382
BV00461-1,BV00461,Cotton Stalk,3253.0,2432
BV00462-1,BV00462,Cotton Stalk,2664.0,2399
BV00463-1,BV00463,Cotton Stalk,2681.0,2430
BV00464-1,BV00464,Groundnut Shell,3080.0,2629
BV00465-1,BV00465,Groundnut Shell,3637.0,2556
BV00466-1,BV00466,Groundnut Shell,3708.0,2557
BV00467-1,BV00467,Groundnut Shell,3277.0,2571
BV00468-1,BV00468,Groundnut Shell,3385.0,2544
BV00469-1,BV00469,Groundnut Shell,2617.0,2572
BV00470-1,BV00470,Cotton Stalk,2400.0,2314
BV00471-1,BV00471,Cotton Stalk,2617.0,2373
BV00472-1,BV00472,Cotton Stalk,3082.0,2238
BV00473-1,BV00473,Cotton Stalk,2576.0,2325
BV00474-1,BV00474,Cotton Stalk,2503.0,2311
BV00475-1,BV00475,Cotton Stalk,2992.0,2269
BV00476-1,BV00476,Cotton Stalk,2961.0,2238
BV00477-1,BV00477,Cotton Stalk,2995.0,2249
BV00478-1,BV00478,Cotton Stalk,2542.0,2359
BV00479-1,BV00479,Cotton Stalk,2822.0,2290
BV00480-1,BV00480,Cotton Stalk,2662.0,2269
BV00481-1,BV00481,Cotton Stalk,3055.0,2237
BV00482-1,BV00482,Cotton Stalk,2498.0,2287
