guid,voucher_type,vch_no,vch_date,ledger_name,amount,dr_cr,narration,entered_at
AV00038,Purchase,38,26-Apr-2023,Maa Balaji Krishi Bhandar,543305.8,Dr,husk purchase,26-Apr-2023
AV00039,Purchase,39,03-Apr-2023,Shree Rajputana Trading Co,474572.8,Dr,husk purchase,03-Apr-2023
AV00040,Purchase,40,26-Apr-2023,Shree Laxmi Biomass Suppliers,480428.5,Dr,husk purchase,26-Apr-2023
AV00041,Purchase,41,23-Apr-2023,Shree Ramdev Fuels,494166.2,Dr,husk purchase,23-Apr-2023
AV00042,Purchase,42,21-Apr-2023,Om Shyam Biomass Suppliers,446297.6,Dr,husk purchase,21-Apr-2023
AV00043,Purchase,43,15-Apr-2023,Shree Rajputana Trading Co,521827.8,Dr,husk purchase,15-Apr-2023
AV00044,Purchase,44,22-Apr-2023,New Bhairav Krishi Udyog,485649.6,Dr,husk purchase,22-Apr-2023
AV00045,Purchase,45,02-Apr-2023,Maa Vijay Biomass Co,424683.0,Dr,husk purchase,02-Apr-2023
AV00046,Purchase,46,19-Apr-2023,Maa Vijay Biomass Co,476150.4,Dr,husk purchase,19-Apr-2023
AV00047,Purchase,47,26-Apr-2023,Salasar Mahaveer Krishi Udyog,572858.0,Dr,husk purchase,26-Apr-2023
AV00048,Purchase,48,25-Apr-2023,Nakoda Ramdev Trading Co,512512.0,Dr,husk purchase,25-Apr-2023
AV00049,Purchase,49,25-Apr-2023,Maa Krishna Fuels,470288.0,Dr,stalk purchase,25-Apr-2023
AV00050,Purchase,50,07-Apr-2023,Jai Rathore Agro Traders,469243.8,Dr,stalk purchase,07-Apr-2023
AV00051,Purchase,51,21-Apr-2023,Sanwariya Rathore Agro Company,484866.0,Dr,stalk purchase,21-Apr-2023
AV00052,Purchase,52,17-Apr-2023,New Banas Biomass Co,515964.0,Dr,stalk purchase,17-Apr-2023
AV00053,Purchase,53,16-Apr-2023,Khatu Shyam Enterprises,538918.4,Dr,stalk purchase,16-Apr-2023
AV00054,Purchase,54,19-Apr-2023,Shri Bhagwati Trading Co,564290.4,Dr,stalk purchase,19-Apr-2023
AV00055,Purchase,55,13-Apr-2023,New Banas Biomass Co,556154.0,Dr,stalk purchase,13-Apr-2023
AV00056,Purchase,56,15-Apr-2023,Maa Kathiawad Agri Residue Pvt Ltd,509844.3,Dr,stalk purchase,15-Apr-2023
AV00057,Purchase,57,06-Apr-2023,Salasar Marudhar Krishi Udyog,447978.0,Dr,stalk purchase,06-Apr-2023
AV00058,Purchase,58,08-Apr-2023,Shri Bhagwati Trading Co,552989.6,Dr,stalk purchase,08-Apr-2023
AV00059,Purchase,59,26-Apr-2023,Jai Sardar Agro Industries,502512.0,Dr,stalk purchase,26-Apr-2023
AV00060,Purchase,60,03-Apr-2023,Sanwariya Krishna Agri Residue Pvt Ltd,440450.0,Dr,stalk purchase,03-Apr-2023
AV00061,Purchase,61,15-Apr-2023,Nakoda Marudhar Agri Residue Pvt Ltd,450497.6,Dr,stalk purchase,15-Apr-2023
AV00062,Purchase,62,04-Apr-2023,Nakoda Banas Krishi Bhandar,461784.4,Dr,stalk purchase,04-Apr-2023
AV00063,Purchase,63,05-Apr-2023,Khatu Rathore Biomass Co,455565.8,Dr,stalk purchase,05-Apr-2023
AV00064,Purchase,64,05-Apr-2023,Sanwariya Vijay Enterprises,446812.8,Dr,stalk purchase,05-Apr-2023
AV00065,Purchase,65,17-Apr-2023,Maa Kathiawad Agri Residue Pvt Ltd,546091.5,Dr,stalk purchase,17-Apr-2023
AV00066,Purchase,66,22-Apr-2023,Shri Bhagwati Trading Co,475819.4,Dr,stalk purchase,22-Apr-2023
AV00067,Purchase,67,26-Apr-2023,New Banas Biomass Co,528751.8,Dr,stalk purchase,26-Apr-2023
AV00068,Purchase,68,11-Apr-2023,Sanwariya Vijay Enterprises,580662.2,Dr,stalk purchase,11-Apr-2023
AV00069,Purchase,69,13-Apr-2023,Salasar Banas Biomass Co,432512.0,Dr,stalk purchase,13-Apr-2023
AV00070,Purchase,70,13-May-2023,Sanwariya Suraj Biomass Suppliers,408944.0,Dr,husk purchase,13-May-2023
AV00071,Purchase,71,15-May-2023,Salasar Marudhar Krishi Udyog,423513.9,Dr,husk purchase,15-May-2023
AV00072,Purchase,72,25-May-2023,Salasar Luni Agro Company,437184.0,Dr,husk purchase,25-May-2023
AV00073,Purchase,73,18-May-2023,Sanwariya Ganesh Agri Residue Pvt Ltd,412489.7,Dr,husk purchase,18-May-2023
AV00074,Purchase,74,26-May-2023,Sanwariya Suraj Biomass Suppliers,379229.9,Dr,husk purchase,26-May-2023
AV00075,Purchase,75,10-May-2023,Shree Rajputana Trading Co,412467.2,Dr,husk purchase,10-May-2023
AV00076,Purchase,76,05-May-2023,Salasar Krishna Biomass Suppliers,444826.1,Dr,husk purchase,05-May-2023
AV00077,Purchase,77,22-May-2023,Maa Balaji Trading Co,462375.6,Dr,husk purchase,22-May-2023
AV00078,Purchase,78,15-May-2023,Maa Balaji Trading Co,440237.0,Dr,husk purchase,15-May-2023
AV00079,Purchase,79,18-May-2023,Om Shyam Biomass Suppliers,442315.2,Dr,husk purchase,18-May-2023
AV00080,Purchase,80,06-May-2023,Shree Luni Trading Co,411325.2,Dr,husk purchase,06-May-2023
AV00081,Purchase,81,05-May-2023,Khatu Vijay Biomass Suppliers,433479.0,Dr,husk purchase,05-May-2023
AV00082,Purchase,82,21-May-2023,New Rathore Krishi Bhandar,412727.4,Dr,husk purchase,21-May-2023
AV00083,Purchase,83,12-May-2023,Maa Ganesh Biomass Co,368864.4,Dr,husk purchase,12-May-2023
AV00084,Purchase,84,27-May-2023,Sanwariya Suraj Biomass Suppliers,354732.6,Dr,husk purchase,27-May-2023
AV00085,Purchase,85,04-May-2023,Salasar Deepak Agri Residue Pvt Ltd,389205.2,Dr,husk purchase,04-May-2023
AV00086,Purchase,86,20-May-2023,Shree Laxmi Biomass Suppliers,353176.7,Dr,husk purchase,20-May-2023
AV00087,Purchase,87,11-May-2023,Nakoda Ramdev Trading Co,458420.6,Dr,husk purchase,11-May-2023
AV00088,Purchase,88,19-May-2023,Khatu Shyam Enterprises,456918.0,Dr,husk purchase,19-May-2023
AV00089,Purchase,89,16-May-2023,New Balaji Krishi Bhandar,360484.8,Dr,husk purchase,16-May-2023
AV00090,Purchase,90,11-May-2023,Salasar Krishna Biomass Suppliers,408307.2,Dr,husk purchase,11-May-2023
AV00091,Purchase,91,02-May-2023,Salasar Saurashtra Biomass Suppliers,458825.6,Dr,husk purchase,02-May-2023
AV00092,Purchase,92,06-May-2023,Om Shyam Biomass Suppliers,376036.5,Dr,husk purchase,06-May-2023
AV00093,Purchase,93,15-May-2023,Shree Luni Trading Co,409123.3,Dr,husk purchase,15-May-2023
AV00094,Purchase,94,08-May-2023,Khatu Jagdamba Agro Industries,435723.6,Dr,husk purchase,08-May-2023
AV00095,Purchase,95,22-May-2023,Shree Luni Trading Co,411465.6,Dr,husk purchase,22-May-2023
AV00096,Purchase,96,23-May-2023,Khatu Jagdamba Agro Industries,389906.0,Dr,husk purchase,23-May-2023
AV00097,Purchase,97,09-May-2023,Maa Balaji Krishi Bhandar,400989.6,Dr,husk purchase,09-May-2023
AV00098,Purchase,98,06-May-2023,New Rathore Agro Industries,432742.5,Dr,husk purchase,06-May-2023
AV00099,Purchase,99,22-May-2023,Salasar Krishna Biomass Suppliers,440537.6,Dr,husk purchase,22-May-2023
AV00100,Purchase,100,20-May-2023,Sanwariya Govind Agro Industries,366383.1,Dr,husk purchase,20-May-2023
AV00101,Purchase,101,07-May-2023,Salasar Mahaveer Krishi Udyog,450901.0,Dr,husk purchase,07-May-2023
AV00102,Purchase,102,13-May-2023,New Bhagwati Krishi Bhandar,428886.5,Dr,husk purchase,13-May-2023
AV00103,Purchase,103,25-May-2023,Maa Balaji Trading Co,387703.8,Dr,husk purchase,25-May-2023
AV00104,Purchase,104,02-May-2023,Salasar Krishna Biomass Suppliers,366510.9,Dr,husk purchase,02-May-2023
AV00105,Purchase,105,12-May-2023,Khatu Jagdamba Agro Industries,415947.0,Dr,husk purchase,12-May-2023
AV00106,Purchase,106,23-May-2023,Om Shyam Biomass Suppliers,450825.3,Dr,husk purchase,23-May-2023
AV00107,Purchase,107,19-May-2023,Shri Bhagwati Trading Co,367020.0,Dr,husk purchase,19-May-2023
AV00108,Purchase,108,06-May-2023,Shree Luni Trading Co,461192.2,Dr,husk purchase,06-May-2023
AV00109,Purchase,109,08-May-2023,Shri Bhagwati Trading Co,366718.5,Dr,husk purchase,08-May-2023
AV00110,Purchase,110,07-May-2023,Shree Rajputana Trading Co,387543.2,Dr,husk purchase,07-May-2023
AV00111,Purchase,111,22-May-2023,New Rathore Krishi Bhandar,420717.0,Dr,husk purchase,22-May-2023
AV00112,Purchase,112,06-May-2023,Salasar Mahaveer Fuels,391557.4,Dr,husk purchase,06-May-2023
AV00113,Purchase,113,18-May-2023,Maa Balaji Trading Co,433965.6,Dr,husk purchase,18-May-2023
AV00114,Purchase,114,19-May-2023,Khatu Jagdamba Agro Industries,436445.0,Dr,husk purchase,19-May-2023
AV00115,Purchase,115,17-May-2023,Salasar Krishna Biomass Suppliers,445736.3,Dr,husk purchase,17-May-2023
AV00116,Purchase,116,07-May-2023,Khatu Jagdamba Agro Industries,386600.0,Dr,husk purchase,07-May-2023
AV00117,Purchase,117,14-May-2023,Shree Luni Trading Co,421859.2,Dr,husk purchase,14-May-2023
AV00118,Purchase,118,15-May-2023,Sanwariya Govind Agro Industries,345504.0,Dr,husk purchase,15-May-2023
AV00119,Purchase,119,24-May-2023,New Bhairav Krishi Udyog,330902.0,Dr,husk purchase,24-May-2023
AV00120,Purchase,120,04-May-2023,Maa Balaji Trading Co,374588.7,Dr,husk purchase,04-May-2023
AV00121,Purchase,121,24-May-2023,Khatu Thar Agro Company,366529.8,Dr,husk purchase,24-May-2023
AV00122,Purchase,122,14-May-2023,Salasar Mahaveer Krishi Udyog,358416.0,Dr,husk purchase,14-May-2023
AV00123,Purchase,123,15-May-2023,Khatu Thar Agro Company,374425.2,Dr,husk purchase,15-May-2023
AV00124,Purchase,124,11-May-2023,Maa Balaji Krishi Bhandar,364332.6,Dr,husk purchase,11-May-2023
AV00125,Purchase,125,22-May-2023,Salasar Saurashtra Biomass Suppliers,431222.4,Dr,husk purchase,22-May-2023
AV00126,Purchase,126,06-May-2023,Salasar Marudhar Krishi Udyog,419622.0,Dr,husk purchase,06-May-2023
AV00127,Purchase,127,08-May-2023,Khatu Marudhar Enterprises,347031.3,Dr,husk purchase,08-May-2023
AV00128,Purchase,128,11-May-2023,Sanwariya Govind Agro Industries,459294.2,Dr,husk purchase,11-May-2023
AV00129,Purchase,129,22-May-2023,Khatu Marudhar Enterprises,451025.4,Dr,husk purchase,22-May-2023
AV00130,Purchase,130,09-May-2023,Maa Ganesh Biomass Co,353869.4,Dr,husk purchase,09-May-2023
AV00131,Purchase,131,19-May-2023,Shri Bhagwati Trading Co,413283.3,Dr,husk purchase,19-May-2023
AV00132,Purchase,132,06-May-2023,Sanwariya Vijay Enterprises,364215.8,Dr,husk purchase,06-May-2023
AV00133,Purchase,133,04-May-2023,New Balaji Krishi Bhandar,458175.0,Dr,husk purchase,04-May-2023
AV00134,Purchase,134,22-May-2023,Salasar Mahaveer Fuels,376674.0,Dr,husk purchase,22-May-2023
AV00135,Purchase,135,05-May-2023,New Rajputana Agro Traders,386121.0,Dr,husk purchase,05-May-2023
AV00136,Purchase,136,24-May-2023,Maa Balaji Krishi Bhandar,382574.0,Dr,husk purchase,24-May-2023
AV00137,Purchase,137,26-May-2023,New Bhairav Krishi Udyog,443441.6,Dr,husk purchase,26-May-2023
AV00138,Purchase,138,12-May-2023,Nakoda Ramdev Trading Co,408902.4,Dr,husk purchase,12-May-2023
AV00139,Purchase,139,18-May-2023,Shree Ramdev Fuels,460446.0,Dr,husk purchase,18-May-2023
AV00140,Purchase,140,11-May-2023,Nakoda Ramdev Trading Co,451434.6,Dr,husk purchase,11-May-2023
AV00141,Purchase,141,08-May-2023,Sanwariya Rathore Agro Company,401156.8,Dr,husk purchase,08-May-2023
AV00142,Purchase,142,08-May-2023,Salasar Luni Agro Company,438400.6,Dr,husk purchase,08-May-2023
AV00143,Purchase,143,08-May-2023,Maa Ganesh Biomass Co,386442.7,Dr,husk purchase,08-May-2023
AV00144,Purchase,144,16-May-2023,New Rathore Agro Industries,371712.0,Dr,husk purchase,16-May-2023
AV00145,Purchase,145,12-May-2023,Salasar Luni Agro Company,428366.4,Dr,husk purchase,12-May-2023
AV00146,Purchase,146,21-May-2023,Khatu Thar Agro Company,432080.4,Dr,husk purchase,21-May-2023
AV00147,Purchase,147,12-May-2023,Salasar Mahaveer Krishi Udyog,421220.4,Dr,husk purchase,12-May-2023
AV00148,Purchase,148,27-May-2023,New Rathore Agro Industries,331522.2,Dr,husk purchase,27-May-2023
AV00149,Purchase,149,07-May-2023,Salasar Mahaveer Krishi Udyog,348500.0,Dr,husk purchase,07-May-2023
AV00150,Purchase,150,11-May-2023,Salasar Deepak Agri Residue Pvt Ltd,404729.4,Dr,husk purchase,11-May-2023
AV00151,Purchase,151,10-May-2023,Sanwariya Ganesh Agri Residue Pvt Ltd,389041.4,Dr,husk purchase,10-May-2023
AV00152,Purchase,152,26-May-2023,Jai Rathore Krishi Bhandar,497020.8,Dr,stalk purchase,26-May-2023
AV00153,Purchase,153,15-May-2023,Khatu Bhairav Biomass Suppliers,590457.7,Dr,stalk purchase,15-May-2023
AV00154,Purchase,154,25-May-2023,New Banas Biomass Co,592565.4,Dr,stalk purchase,25-May-2023
AV00155,Purchase,155,05-May-2023,Jai Rathore Krishi Bhandar,463643.2,Dr,stalk purchase,05-May-2023
AV00156,Purchase,156,22-May-2023,Shree Laxmi Biomass Suppliers,530665.2,Dr,stalk purchase,22-May-2023
AV00157,Purchase,157,12-May-2023,Sanwariya Govind Agro Industries,598895.2,Dr,stalk purchase,12-May-2023
AV00158,Purchase,158,15-May-2023,New Banas Biomass Co,572937.4,Dr,stalk purchase,15-May-2023
AV00159,Purchase,159,26-May-2023,Khatu Shyam Enterprises,465479.0,Dr,stalk purchase,26-May-2023
AV00160,Purchase,160,17-May-2023,Sanwariya Govind Agro Industries,607721.4,Dr,stalk purchase,17-May-2023
AV00161,Purchase,161,09-May-2023,Maa Kathiawad Agri Residue Pvt Ltd,587960.8,Dr,stalk purchase,09-May-2023
AV00162,Purchase,162,06-May-2023,Khatu Shyam Enterprises,449732.8,Dr,stalk purchase,06-May-2023
AV00163,Purchase,163,02-May-2023,Nakoda Banas Krishi Bhandar,455756.4,Dr,stalk purchase,02-May-2023
AV00164,Purchase,164,24-May-2023,Jai Rathore Agro Traders,607578.0,Dr,stalk purchase,24-May-2023
AV00165,Purchase,165,26-May-2023,Salasar Banas Biomass Co,488175.4,Dr,stalk purchase,26-May-2023
AV00166,Purchase,166,14-May-2023,Salasar Marudhar Krishi Udyog,483912.0,Dr,stalk purchase,14-May-2023
AV00167,Purchase,167,23-May-2023,Shree Laxmi Biomass Suppliers,454441.4,Dr,stalk purchase,23-May-2023
AV00168,Purchase,168,11-May-2023,Khatu Shyam Enterprises,564075.0,Dr,stalk purchase,11-May-2023
AV00169,Purchase,169,17-May-2023,Jai Rathore Agro Traders,576024.8,Dr,stalk purchase,17-May-2023
AV00170,Purchase,170,19-May-2023,Sanwariya Krishna Agri Residue Pvt Ltd,598622.2,Dr,stalk purchase,19-May-2023
AV00171,Purchase,171,15-May-2023,Jai Sardar Agro Industries,597322.6,Dr,stalk purchase,15-May-2023
AV00172,Purchase,172,03-May-2023,Nakoda Marudhar Agri Residue Pvt Ltd,455008.0,Dr,stalk purchase,03-May-2023
AV00173,Purchase,173,24-May-2023,Sanwariya Ganesh Agri Residue Pvt Ltd,536618.5,Dr,stalk purchase,24-May-2023
AV00174,Purchase,174,12-May-2023,Jai Thar Fuels,493231.2,Dr,stalk purchase,12-May-2023
AV00175,Purchase,175,04-May-2023,Shri Bhagwati Trading Co,453173.5,Dr,stalk purchase,04-May-2023
AV00176,Purchase,176,24-May-2023,Nakoda Marudhar Agri Residue Pvt Ltd,486181.8,Dr,stalk purchase,24-May-2023
AV00177,Purchase,177,18-May-2023,Khatu Rathore Biomass Co,626168.0,Dr,stalk purchase,18-May-2023
AV00178,Purchase,178,24-May-2023,Sanwariya Ganesh Agri Residue Pvt Ltd,438017.8,Dr,stalk purchase,24-May-2023
AV00179,Purchase,179,03-May-2023,Shri Bhagwati Trading Co,580666.0,Dr,stalk purchase,03-May-2023
AV00180,Purchase,180,10-Jun-2023,Salasar Marudhar Krishi Udyog,482190.8,Dr,husk purchase,10-Jun-2023
AV00181,Purchase,181,15-Jun-2023,Salasar Deepak Agri Residue Pvt Ltd,503944.5,Dr,husk purchase,15-Jun-2023
AV00182,Purchase,182,12-Jun-2023,Sanwariya Ganesh Agri Residue Pvt Ltd,584008.5,Dr,husk purchase,12-Jun-2023
AV00183,Purchase,183,09-Jun-2023,Maa Ganesh Biomass Co,563676.8,Dr,husk purchase,09-Jun-2023
AV00184,Purchase,184,26-Jun-2023,New Rajputana Agro Traders,492148.0,Dr,husk purchase,26-Jun-2023
AV00185,Purchase,185,09-Jun-2023,New Rathore Krishi Bhandar,497909.6,Dr,husk purchase,09-Jun-2023
AV00186,Purchase,186,22-Jun-2023,Khatu Vijay Biomass Suppliers,492812.5,Dr,husk purchase,22-Jun-2023
AV00187,Purchase,187,23-Jun-2023,Sanwariya Rathore Agro Company,496272.0,Dr,husk purchase,23-Jun-2023
AV00188,Purchase,188,21-Jun-2023,Maa Vijay Biomass Co,500045.0,Dr,husk purchase,21-Jun-2023
AV00189,Purchase,189,22-Jun-2023,Sanwariya Vijay Enterprises,547779.6,Dr,husk purchase,22-Jun-2023
AV00190,Purchase,190,27-Jun-2023,Salasar Mahaveer Krishi Udyog,524485.6,Dr,husk purchase,27-Jun-2023
AV00191,Purchase,191,19-Jun-2023,Khatu Thar Agro Company,527826.0,Dr,husk purchase,19-Jun-2023
AV00192,Purchase,192,17-Jun-2023,Maa Balaji Krishi Bhandar,474144.0,Dr,husk purchase,17-Jun-2023
AV00193,Purchase,193,06-Jun-2023,New Balaji Krishi Bhandar,511487.5,Dr,husk purchase,06-Jun-2023
AV00194,Purchase,194,24-Jun-2023,Shree Ramdev Fuels,544236.0,Dr,husk purchase,24-Jun-2023
AV00195,Purchase,195,12-Jun-2023,Sanwariya Suraj Biomass Suppliers,429228.6,Dr,husk purchase,12-Jun-2023
AV00196,Purchase,196,20-Jun-2023,Sanwariya Rathore Agro Company,549132.0,Dr,husk purchase,20-Jun-2023
AV00197,Purchase,197,09-Jun-2023,Salasar Luni Agro Company,455539.0,Dr,husk purchase,09-Jun-2023
AV00198,Purchase,198,22-Jun-2023,Sanwariya Rathore Agro Company,556772.5,Dr,husk purchase,22-Jun-2023
AV00199,Purchase,199,18-Jun-2023,Salasar Saurashtra Biomass Suppliers,430899.0,Dr,husk purchase,18-Jun-2023
AV00200,Purchase,200,07-Jun-2023,Khatu Shyam Enterprises,543222.0,Dr,husk purchase,07-Jun-2023
AV00201,Purchase,201,02-Jun-2023,Shri Bhagwati Trading Co,500222.4,Dr,husk purchase,02-Jun-2023
AV00202,Purchase,202,10-Jun-2023,Shree Laxmi Biomass Suppliers,468593.1,Dr,husk purchase,10-Jun-2023
AV00203,Purchase,203,11-Jun-2023,Sanwariya Vijay Enterprises,476572.0,Dr,husk purchase,11-Jun-2023
AV00204,Purchase,204,12-Jun-2023,Salasar Mahaveer Krishi Udyog,537290.8,Dr,husk purchase,12-Jun-2023
AV00205,Purchase,205,12-Jun-2023,Maa Balaji Krishi Bhandar,479688.0,Dr,husk purchase,12-Jun-2023
AV00206,Purchase,206,26-Jun-2023,Sanwariya Govind Agro Industries,527980.8,Dr,husk purchase,26-Jun-2023
AV00207,Purchase,207,27-Jun-2023,Maa Balaji Krishi Bhandar,508326.6,Dr,husk purchase,27-Jun-2023
AV00208,Purchase,208,08-Jun-2023,Sanwariya Ganesh Agri Residue Pvt Ltd,522079.2,Dr,husk purchase,08-Jun-2023
AV00209,Purchase,209,15-Jun-2023,Sanwariya Suraj Biomass Suppliers,556580.4,Dr,husk purchase,15-Jun-2023
AV00210,Purchase,210,19-Jun-2023,New Rathore Agro Industries,432455.1,Dr,husk purchase,19-Jun-2023
AV00211,Purchase,211,12-Jun-2023,New Balaji Krishi Bhandar,450076.8,Dr,husk purchase,12-Jun-2023
AV00212,Purchase,212,24-Jun-2023,Sanwariya Suraj Biomass Suppliers,445177.6,Dr,husk purchase,24-Jun-2023
AV00213,Purchase,213,08-Jun-2023,Sanwariya Vijay Enterprises,554132.7,Dr,husk purchase,08-Jun-2023
AV00214,Purchase,214,13-Jun-2023,Sanwariya Govind Agro Industries,493772.8,Dr,husk purchase,13-Jun-2023
AV00215,Purchase,215,24-Jun-2023,Salasar Luni Agro Company,527327.8,Dr,husk purchase,24-Jun-2023
AV00216,Purchase,216,03-Jun-2023,Maa Ganesh Biomass Co,435806.3,Dr,husk purchase,03-Jun-2023
AV00217,Purchase,217,06-Jun-2023,Salasar Deepak Agri Residue Pvt Ltd,525383.5,Dr,husk purchase,06-Jun-2023
AV00218,Purchase,218,02-Jun-2023,Sanwariya Suraj Biomass Suppliers,509511.6,Dr,husk purchase,02-Jun-2023
AV00219,Purchase,219,08-Jun-2023,Sanwariya Suraj Biomass Suppliers,449343.9,Dr,husk purchase,08-Jun-2023
AV00220,Purchase,220,16-Jun-2023,Salasar Marudhar Krishi Udyog,524099.8,Dr,husk purchase,16-Jun-2023
AV00221,Purchase,221,11-Jun-2023,Khatu Thar Agro Company,529416.0,Dr,husk purchase,11-Jun-2023
AV00222,Purchase,222,07-Jun-2023,Nakoda Ramdev Trading Co,500320.0,Dr,husk purchase,07-Jun-2023
AV00223,Purchase,223,14-Jun-2023,Shree Ramdev Fuels,456873.0,Dr,husk purchase,14-Jun-2023
AV00224,Purchase,224,14-Jun-2023,New Bhairav Krishi Udyog,524045.3,Dr,husk purchase,14-Jun-2023
AV00225,Purchase,225,20-Jun-2023,Maa Balaji Krishi Bhandar,444152.6,Dr,husk purchase,20-Jun-2023
AV00226,Purchase,226,06-Jun-2023,Khatu Jagdamba Agro Industries,556544.8,Dr,husk purchase,06-Jun-2023
AV00227,Purchase,227,07-Jun-2023,Nakoda Ramdev Trading Co,536564.5,Dr,husk purchase,07-Jun-2023
AV00228,Purchase,228,10-Jun-2023,Maa Balaji Krishi Bhandar,470089.2,Dr,husk purchase,10-Jun-2023
AV00229,Purchase,229,24-Jun-2023,New Bhairav Krishi Udyog,519441.0,Dr,husk purchase,24-Jun-2023
AV00230,Purchase,230,05-Jun-2023,Salasar Mahaveer Krishi Udyog,463446.4,Dr,husk purchase,05-Jun-2023
AV00231,Purchase,231,08-Jun-2023,Om Shyam Biomass Suppliers,464121.6,Dr,husk purchase,08-Jun-2023
AV00232,Purchase,232,09-Jun-2023,Salasar Luni Agro Company,514190.6,Dr,husk purchase,09-Jun-2023
AV00233,Purchase,233,14-Jun-2023,Salasar Mahaveer Fuels,466036.0,Dr,husk purchase,14-Jun-2023
