grn_no,received_date,vendor_name,qty_qtl,rate
GRN00076,2023-08-27,Salasar Mahaveer Fuels,3321.0,2197
GRN00077,2023-09-02,Maa Krishna Fuels,3156.0,2521
GRN00078,2023-08-31,Maa Krishna Fuels,3346.0,2460
GRN00079,2023-08-20,New Rajputana Agro Traders,3291.0,2187
GRN00080,2023-08-23,Jai Rathore Agro Traders,2880.0,2566
GRN00081,2023-08-12,Salasar Krishna Biomass Suppliers,4042.0,2168
GRN00082,2023-08-25,Sanwariya Govind Agro Industries,3735.0,2180
GRN00083,2023-08-27,Salasar Krishna Biomass Suppliers,3259.0,2203
GRN00084,2023-08-16,Jai Rathore Agro Traders,3215.0,2520
GRN00085,2023-08-14,Jai Sardar Agro Industries,1201.0,2609
GRN00086,2023-08-20,Sanwariya Rathore Agro Company,2044.0,2255
GRN00087,2023-08-24,Maa Vijay Biomass Co,3078.0,2266
GRN00088,2023-08-24,Salasar Banas Biomass Co,3154.0,2604
GRN00089,2023-08-11,Shree Vijay Agro Traders,2398.0,2189
GRN00090,2023-08-25,Nakoda Banas Krishi Bhandar,3528.0,2571
GRN00091,2023-09-10,Salasar Mahaveer Krishi Udyog,1603.0,2251
GRN00092,2023-09-13,Shree Vijay Agro Traders,2927.0,2228
GRN00093,2023-09-28,Nakoda Ramdev Trading Co,2250.0,2252
GRN00094,2023-09-16,Maa Bhairav Krishi Udyog,3672.0,2526
GRN00095,2023-09-25,Nakoda Marudhar Agri Residue Pvt Ltd,2238.0,2672
GRN00096,2023-09-20,Maa Vijay Biomass Co,1892.0,2316
GRN00097,2023-09-24,Shree Ramdev Fuels,1967.0,2285
GRN00098,2023-09-15,Salasar Krishna Biomass Suppliers,2675.0,2321
GRN00099,2023-10-03,Salasar Saurashtra Biomass Suppliers,3543.0,2307
GRN00100,2023-10-25,Maa Krishna Fuels,3921.0,2649
GRN00101,2023-09-22,Sanwariya Suraj Biomass Suppliers,3815.0,2246
GRN00102,2023-09-14,New Rathore Agro Industries,1369.0,2239
GRN00103,2023-09-13,Shree Ramdev Fuels,1903.0,2296
GRN00104,2023-10-06,Maa Krishna Fuels,3204.0,2628
GRN00105,2023-09-14,Maa Ganesh Biomass Co,2966.0,2199
GRN00106,2023-10-12,New Bhairav Krishi Udyog,1908.0,2305
GRN00107,2023-11-13,New Banas Biomass Co,1356.0,2612
GRN00108,2023-10-26,Salasar Banas Biomass Co,4068.0,2536
GRN00109,2023-10-21,Sanwariya Rathore Agro Company,1089.0,2339
GRN00110,2023-10-17,Maa Vijay Biomass Co,1740.0,2211
GRN00111,2023-10-20,Maa Balaji Krishi Bhandar,2811.0,2273
GRN00112,2023-10-23,New Rathore Krishi Bhandar,3596.0,2250
GRN00113,2023-10-27,Maa Balaji Krishi Bhandar,1489.0,2289
GRN00114,2023-10-19,Salasar Mahaveer Fuels,2317.0,2324
GRN00115,2023-10-17,Jai Rathore Krishi Bhandar,3318.0,2625
GRN00116,2023-10-13,Salasar Marudhar Krishi Udyog,1980.0,2235
GRN00117,2023-10-14,Maa Bhairav Krishi Udyog,1788.0,2554
GRN00118,2023-10-18,Maa Ganesh Biomass Co,3215.0,2251
GRN00119,2023-10-10,New Rathore Agro Industries,3341.0,2250
GRN00120,2023-10-27,Maa Ganesh Biomass Co,2416.0,2241
GRN00121,2023-10-10,New Rathore Agro Industries,2415.0,2261
GRN00122,2023-10-23,Khatu Vijay Biomass Suppliers,1884.0,2259
GRN00123,2023-10-10,Jai Rathore Krishi Bhandar,2749.0,2585
GRN00124,2023-11-07,Khatu Thar Agro Company,3192.0,2297
GRN00125,2023-10-26,Maa Bhairav Krishi Udyog,1403.0,2635
GRN00126,2023-10-26,Shree Ramdev Fuels,2622.0,2215
GRN00127,2023-11-25,Salasar Mahaveer Krishi Udyog,1239.0,2132
GRN00128,2023-11-13,Salasar Mahaveer Krishi Udyog,3399.0,2121
GRN00129,2023-11-22,Salasar Deepak Agri Residue Pvt Ltd,3694.0,2161
GRN00130,2023-11-22,Salasar Krishna Biomass Suppliers,3871.0,2109
GRN00131,2023-11-28,Maa Balaji Krishi Bhandar,1832.0,2155
GRN00132,2023-11-26,Khatu Rathore Biomass Co,2267.0,2398
GRN00133,2023-11-12,Maa Balaji Krishi Bhandar,1345.0,2078
GRN00134,2023-11-15,Sanwariya Govind Agro Industries,3636.0,2186
GRN00135,2023-11-21,Maa Ganesh Biomass Co,3077.0,2177
GRN00136,2023-11-22,Salasar Marudhar Krishi Udyog,3506.0,2122
GRN00137,2023-11-25,Maa Balaji Krishi Bhandar,2172.0,2070
GRN00138,2023-11-16,Nakoda Marudhar Agri Residue Pvt Ltd,4162.0,2384
GRN00139,2023-12-13,Khatu Shyam Enterprises,3057.0,2136
GRN00140,2023-11-12,Maa Ganesh Biomass Co,3127.0,2139
GRN00141,2023-11-23,Om Shyam Biomass Suppliers,1401.0,2184
GRN00142,2023-11-14,Jai Sardar Agro Industries,3502.0,2394
GRN00143,2023-11-23,Khatu Rajputana Enterprises,2991.0,2433
GRN00144,2023-12-11,Shree Vijay Agro Traders,1982.0,2101
GRN00145,2023-12-16,Maa Vijay Biomass Co,2042.0,2093
GRN00146,2023-12-20,Jai Rathore Krishi Bhandar,4014.0,2406
GRN00147,2023-12-10,Salasar Krishna Biomass Suppliers,1375.0,2080
GRN00148,2024-01-11,Khatu Shyam Enterprises,2017.0,2101
GRN00149,2023-12-12,Shree Rajputana Trading Co,2580.0,1986
GRN00150,2023-12-18,Salasar Marudhar Krishi Udyog,1772.0,2058
GRN00151,2024-01-06,Maa Krishna Fuels,2513.0,2319
GRN00152,2023-12-13,Sanwariya Suraj Biomass Suppliers,2843.0,1988
GRN00153,2023-12-10,Sanwariya Krishna Agri Residue Pvt Ltd,2129.0,2423
GRN00154,2023-12-28,Nakoda Marudhar Agri Residue Pvt Ltd,3376.0,2300
GRN00155,2023-12-11,Maa Ganesh Biomass Co,2105.0,2078
GRN00156,2024-01-08,Khatu Thar Agro Company,1833.0,2084
GRN00157,2023-12-10,Salasar Mahaveer Fuels,3602.0,1988
GRN00158,2023-12-16,New Bhairav Krishi Udyog,1393.0,2053
GRN00159,2024-01-11,Maa Kathiawad Agri Residue Pvt Ltd,2788.0,2342
GRN00160,2024-02-02,New Banas Biomass Co,3874.0,2359
GRN00161,2024-01-10,Maa Ganesh Biomass Co,2426.0,2054
GRN00162,2024-01-27,Salasar Krishna Biomass Suppliers,3576.0,2075
GRN00163,2024-01-12,Khatu Rathore Biomass Co,3911.0,2385
GRN00164,2024-01-20,New Balaji Krishi Bhandar,3729.0,1977
GRN00165,2024-01-10,New Rathore Agro Industries,2295.0,2029
GRN00166,2024-01-12,Jai Rathore Agro Traders,3772.0,2391
GRN00167,2024-01-27,New Rathore Agro Industries,2317.0,2025
GRN00168,2024-01-11,Shri Bhagwati Trading Co,1283.0,1985
GRN00169,2024-01-13,New Rajputana Agro Traders,3764.0,2008
GRN00170,2024-01-25,Salasar Marudhar Krishi Udyog,3312.0,2032
GRN00171,2024-01-13,Maa Bhairav Krishi Udyog,1851.0,2396
GRN00172,2024-01-21,Sanwariya Vijay Enterprises,3290.0,2050
GRN00173,2024-01-10,Maa Kathiawad Agri Residue Pvt Ltd,1455.0,2355
GRN00174,2024-01-18,Nakoda Banas Krishi Bhandar,1934.0,2282
GRN00175,2024-01-16,New Bhagwati Krishi Bhandar,2737.0,2071
GRN00176,2024-01-16,Salasar Mahaveer Fuels,2496.0,2009
GRN00177,2024-02-22,Shree Luni Trading Co,1614.0,2057
GRN00178,2024-02-15,New Balaji Krishi Bhandar,3130.0,2020
GRN00179,2024-02-16,Om Shyam Biomass Suppliers,1578.0,2002
GRN00180,2024-02-14,Maa Kathiawad Agri Residue Pvt Ltd,2083.0,2375
GRN00181,2024-02-12,Khatu Rajputana Enterprises,3437.0,2336
GRN00182,2024-02-19,Khatu Jagdamba Agro Industries,2746.0,2068
GRN00183,2024-02-18,Maa Vijay Biomass Co,1684.0,2092
GRN00184,2024-02-14,Khatu Rajputana Enterprises,2450.0,2347
GRN00185,2024-02-28,Nakoda Banas Krishi Bhandar,758.0,2400
GRN00186,2024-02-13,Shree Rajputana Trading Co,2757.0,2067
GRN00187,2024-02-19,New Rathore Agro Industries,2970.0,2099
GRN00188,2024-02-17,Khatu Rajputana Enterprises,1908.0,2409
GRN00189,2024-02-22,Shree Rajputana Trading Co,3400.0,2038
GRN00190,2024-02-20,Khatu Rathore Biomass Co,2271.0,2404
GRN00191,2024-02-24,Jai Rathore Agro Traders,2132.0,2338
GRN00192,2024-02-10,New Bhagwati Krishi Bhandar,2266.0,2045
GRN00193,2024-02-24,Jai Sardar Agro Industries,1563.0,2335
GRN00194,2024-03-12,Maa Krishna Fuels,1990.0,2287
GRN00195,2024-02-21,Shri Bhagwati Trading Co,1971.0,2093
GRN00196,2024-02-24,Khatu Bhairav Biomass Suppliers,3098.0,2396
GRN00197,2024-02-10,Salasar Krishna Biomass Suppliers,2843.0,2068
GRN00198,2024-03-20,Sanwariya Ganesh Agri Residue Pvt Ltd,3754.0,2002
GRN00199,2024-03-25,Jai Thar Fuels,1867.0,2227
GRN00200,2024-03-26,New Rathore Agro Industries,2771.0,2014
GRN00201,2024-03-13,Khatu Rathore Biomass Co,2142.0,2314
GRN00202,2024-03-19,Salasar Marudhar Krishi Udyog,1933.0,1943
GRN00203,2024-03-13,Salasar Marudhar Krishi Udyog,3217.0,1911
GRN00204,2024-04-01,Khatu Shyam Enterprises,3248.0,1961
GRN00205,2024-03-28,Khatu Rajputana Enterprises,3888.0,2250
GRN00206,2024-03-10,New Bhagwati Krishi Bhandar,3424.0,1957
GRN00207,2024-03-11,Shree Luni Trading Co,4015.0,2011
GRN00208,2024-03-17,Shree Vijay Agro Traders,2148.0,1954
GRN00209,2024-03-15,Jai Sardar Agro Industries,2849.0,2210
GRN00210,2024-03-13,Sanwariya Ganesh Agri Residue Pvt Ltd,3548.0,1960
GRN00211,2024-03-17,Nakoda Ramdev Trading Co,1406.0,1930
GRN00212,2024-03-19,Maa Vijay Biomass Co,3897.0,1945
GRN00213,2024-03-27,New Balaji Krishi Bhandar,3462.0,1948
GRN00214,2024-04-13,Maa Vijay Biomass Co,3819.0,2106
GRN00215,2024-04-25,Sanwariya Ganesh Agri Residue Pvt Ltd,3687.0,2097
GRN00216,2024-04-15,Maa Vijay Biomass Co,4165.0,2080
GRN00217,2024-04-27,Jai Rathore Krishi Bhandar,2823.0,2302
GRN00218,2024-04-20,New Rajputana Agro Traders,3979.0,2111
GRN00219,2024-04-12,Khatu Vijay Biomass Suppliers,3918.0,2063
GRN00220,2024-04-18,New Rathore Agro Industries,3422.0,2043
GRN00221,2024-04-29,Khatu Shyam Enterprises,1262.0,2047
GRN00222,2024-04-10,Khatu Bhairav Biomass Suppliers,2954.0,2354
GRN00223,2024-04-19,Maa Kathiawad Agri Residue Pvt Ltd,3088.0,2421
GRN00224,2024-05-15,Salasar Saurashtra Biomass Suppliers,3631.0,2018
GRN00225,2024-04-14,Shree Laxmi Biomass Suppliers,2717.0,2104
GRN00226,2024-04-18,New Rathore Agro Industries,1479.0,2022
GRN00227,2024-04-20,New Bhairav Krishi Udyog,3437.0,2039
GRN00228,2024-04-26,Sanwariya Krishna Agri Residue Pvt Ltd,3015.0,2355
GRN00229,2024-04-16,Maa Bhairav Krishi Udyog,1684.0,2323
GRN00230,2024-04-17,Khatu Marudhar Enterprises,2748.0,2062
GRN00231,2024-04-24,Salasar Mahaveer Fuels,1871.0,2008
GRN00232,2024-04-14,Sanwariya Rathore Agro Company,3296.0,2092
GRN00233,2024-04-18,Sanwariya Suraj Biomass Suppliers,1713.0,2096
GRN00234,2024-04-27,Maa Balaji Trading Co,1872.0,1998
GRN00235,2024-04-22,Maa Kathiawad Agri Residue Pvt Ltd,3479.0,2321
GRN00236,2024-05-22,Jai Sardar Agro Industries,1387.0,2388
GRN00237,2024-05-27,Maa Ganesh Biomass Co,2701.0,2087
GRN00238,2024-05-25,Nakoda Banas Krishi Bhandar,1516.0,2451
GRN00239,2024-05-26,Khatu Rajputana Enterprises,1747.0,2393
GRN00240,2024-05-16,Khatu Marudhar Enterprises,1262.0,2118
GRN00241,2024-05-16,Maa Bhairav Krishi Udyog,3585.0,2388
GRN00242,2024-05-27,Salasar Banas Biomass Co,1415.0,2463
GRN00243,2024-05-23,New Balaji Krishi Bhandar,3755.0,2172
GRN00244,2024-05-14,Khatu Bhairav Biomass Suppliers,1982.0,2470
GRN00245,2024-05-23,Salasar Mahaveer Krishi Udyog,1758.0,2061
GRN00246,2024-05-11,Khatu Rajputana Enterprises,3509.0,2443
GRN00247,2024-05-15,Sanwariya Ganesh Agri Residue Pvt Ltd,3470.0,2105
GRN00248,2024-05-26,Jai Rathore Krishi Bhandar,1371.0,2445
GRN00249,2024-05-12,Khatu Rajputana Enterprises,1152.0,2367
GRN00250,2024-05-27,Shree Ramdev Fuels,1906.0,2174
GRN00251,2024-05-12,Shree Laxmi Biomass Suppliers,2016.0,2152
GRN00252,2024-06-14,Maa Kathiawad Agri Residue Pvt Ltd,3706.0,2509
GRN00253,2024-06-15,Maa Kathiawad Agri Residue Pvt Ltd,1209.0,2558
GRN00254,2024-06-10,Shree Ramdev Fuels,3975.0,2140
GRN00255,2024-07-15,Khatu Shyam Enterprises,2120.0,2153
GRN00256,2024-06-14,Jai Thar Fuels,1892.0,2556
GRN00257,2024-06-13,Shree Laxmi Biomass Suppliers,2979.0,2144
GRN00258,2024-06-16,Sanwariya Rathore Agro Company,2139.0,2202
GRN00259,2024-06-22,Shree Ramdev Fuels,1619.0,2207
GRN00260,2024-07-08,Maa Krishna Fuels,2180.0,2472
GRN00261,2024-06-26,New Bhagwati Krishi Bhandar,2821.0,2176
GRN00262,2024-06-11,Salasar Banas Biomass Co,2182.0,2469
GRN00263,2024-06-23,New Rathore Krishi Bhandar,3375.0,2137
GRN00264,2024-06-24,Khatu Bhairav Biomass Suppliers,2926.0,2448
GRN00265,2024-06-24,Shree Laxmi Biomass Suppliers,1278.0,2195
GRN00266,2024-06-25,Shree Luni Trading Co,2375.0,2191
GRN00267,2024-07-22,Salasar Mahaveer Fuels,1284.0,2285
GRN00268,2024-07-24,Khatu Rajputana Enterprises,3924.0,2580
GRN00269,2024-07-18,Maa Kathiawad Agri Residue Pvt Ltd,1496.0,2653
GRN00270,2024-07-17,Nakoda Banas Krishi Bhandar,4062.0,2565
GRN00271,2024-07-16,Maa Ganesh Biomass Co,2268.0,2232
GRN00272,2024-08-08,New Banas Biomass Co,2477.0,2578
GRN00273,2024-07-10,Salasar Deepak Agri Residue Pvt Ltd,2859.0,2242
GRN00274,2024-07-19,Khatu Jagdamba Agro Industries,1508.0,2205
GRN00275,2024-07-15,Maa Vijay Biomass Co,2113.0,2330
GRN00276,2024-07-20,Sanwariya Govind Agro Industries,1767.0,2326
GRN00277,2024-07-11,Shree Luni Trading Co,3089.0,2225
GRN00278,2024-07-15,New Rathore Agro Industries,1464.0,2294
GRN00279,2024-07-11,Shree Rajputana Trading Co,4045.0,2282
GRN00280,2024-07-23,Sanwariya Suraj Biomass Suppliers,1936.0,2333
GRN00281,2024-07-22,Khatu Rathore Biomass Co,4090.0,2580
GRN00282,2024-07-14,Nakoda Banas Krishi Bhandar,3852.0,2617
GRN00283,2024-07-26,Maa Bhairav Krishi Udyog,4026.0,2616
GRN00284,2024-07-11,Salasar Marudhar Krishi Udyog,3238.0,2249
GRN00285,2024-07-24,Khatu Vijay Biomass Suppliers,1407.0,2321
GRN00286,2024-07-15,Jai Rathore Agro Traders,3788.0,2618
GRN00287,2024-07-14,Jai Sardar Agro Industries,1574.0,2636
GRN00288,2024-07-24,New Rajputana Agro Traders,2870.0,2286
GRN00289,2024-08-14,Om Shyam Biomass Suppliers,2876.0,2358
GRN00290,2024-08-21,Nakoda Banas Krishi Bhandar,2713.0,2725
GRN00291,2024-08-20,Nakoda Banas Krishi Bhandar,1499.0,2691
GRN00292,2024-08-15,Maa Ganesh Biomass Co,3379.0,2264
GRN00293,2024-09-19,Maa Krishna Fuels,2351.0,2646
GRN00294,2024-09-14,Salasar Saurashtra Biomass Suppliers,4186.0,2267
GRN00295,2024-08-23,Maa Ganesh Biomass Co,1264.0,2369
GRN00296,2024-08-25,New Rathore Krishi Bhandar,3992.0,2292
GRN00297,2024-09-04,New Banas Biomass Co,1985.0,2738
GRN00298,2024-08-21,New Rathore Agro Industries,4081.0,2356
GRN00299,2024-08-25,Sanwariya Suraj Biomass Suppliers,1432.0,2258
GRN00300,2024-08-17,Salasar Banas Biomass Co,3315.0,2714
GRN00301,2024-08-16,New Rathore Agro Industries,2479.0,2349
GRN00302,2024-08-13,Nakoda Banas Krishi Bhandar,2439.0,2614
GRN00303,2024-08-19,Salasar Deepak Agri Residue Pvt Ltd,2644.0,2277
GRN00304,2024-08-18,Maa Balaji Krishi Bhandar,2363.0,2285
GRN00305,2024-08-16,Maa Ganesh Biomass Co,2577.0,2347
GRN00306,2024-08-28,Khatu Thar Agro Company,1207.0,2274
GRN00307,2024-09-19,Maa Balaji Krishi Bhandar,1758.0,2427
GRN00308,2024-09-12,Khatu Marudhar Enterprises,1750.0,2411
GRN00309,2024-09-12,New Rathore Krishi Bhandar,1760.0,2395
GRN00310,2024-09-24,Salasar Mahaveer Fuels,3029.0,2380
GRN00311,2024-10-11,Maa Krishna Fuels,2323.0,2717
GRN00312,2024-09-22,Khatu Rathore Biomass Co,1358.0,2771
GRN00313,2024-09-22,Salasar Deepak Agri Residue Pvt Ltd,1483.0,2443
GRN00314,2024-09-23,Shree Luni Trading Co,4000.0,2330
GRN00315,2024-09-12,Shree Luni Trading Co,3154.0,2345
GRN00316,2024-09-22,Sanwariya Rathore Agro Company,3483.0,2372
GRN00317,2024-09-20,Salasar Deepak Agri Residue Pvt Ltd,3549.0,2425
GRN00318,2024-09-10,New Rathore Agro Industries,2873.0,2440
GRN00319,2024-09-14,Shri Bhagwati Trading Co,2228.0,2456
GRN00320,2024-09-24,Shree Vijay Agro Traders,4085.0,2370
GRN00321,2024-09-28,Maa Ganesh Biomass Co,3426.0,2342
GRN00322,2024-09-10,New Rathore Agro Industries,4023.0,2332
GRN00323,2024-09-13,Shree Laxmi Biomass Suppliers,1771.0,2369
GRN00324,2024-10-21,Jai Sardar Agro Industries,3911.0,2801
GRN00325,2024-10-18,Sanwariya Ganesh Agri Residue Pvt Ltd,3204.0,2330
GRN00326,2024-10-23,Nakoda Marudhar Agri Residue Pvt Ltd,1103.0,2832
GRN00327,2024-10-19,Nakoda Ramdev Trading Co,2634.0,2400
GRN00328,2024-10-19,New Bhagwati Krishi Bhandar,2964.0,2415
GRN00329,2024-10-20,Jai Thar Fuels,1902.0,2778
GRN00330,2024-10-22,Jai Rathore Agro Traders,1660.0,2792
GRN00331,2024-10-25,Sanwariya Ganesh Agri Residue Pvt Ltd,3254.0,2427
GRN00332,2024-10-25,Salasar Marudhar Krishi Udyog,2743.0,2370
GRN00333,2024-10-22,Om Shyam Biomass Suppliers,736.0,2419
GRN00334,2024-11-06,New Banas Biomass Co,1263.0,2814
GRN00335,2024-10-13,Shree Rajputana Trading Co,2764.0,2448
GRN00336,2024-10-28,Shri Bhagwati Trading Co,4026.0,2388
GRN00337,2024-10-27,Shree Luni Trading Co,1742.0,2406
GRN00338,2024-10-11,Jai Thar Fuels,1305.0,2788
GRN00339,2024-10-19,Jai Rathore Agro Traders,4153.0,2713
GRN00340,2024-10-28,Sanwariya Rathore Agro Company,3350.0,2452
GRN00341,2024-10-21,Shree Luni Trading Co,1219.0,2329
GRN00342,2024-10-10,Khatu Rathore Biomass Co,1321.0,2767
GRN00343,2024-10-11,Khatu Jagdamba Agro Industries,3968.0,2375
GRN00344,2024-10-13,New Bhagwati Krishi Bhandar,2505.0,2410
GRN00345,2024-10-27,Salasar Krishna Biomass Suppliers,4191.0,2358
GRN00346,2024-11-16,Khatu Rajputana Enterprises,2373.0,2610
GRN00347,2024-11-11,New Rathore Krishi Bhandar,1253.0,2189
GRN00348,2024-11-22,Nakoda Ramdev Trading Co,3794.0,2228
GRN00349,2024-11-25,Khatu Rathore Biomass Co,4037.0,2577
GRN00350,2024-11-18,Salasar Banas Biomass Co,2227.0,2580
GRN00351,2024-11-17,New Rathore Krishi Bhandar,2209.0,2277
GRN00352,2024-11-14,Jai Thar Fuels,4009.0,2584
GRN00353,2024-11-26,Salasar Marudhar Krishi Udyog,1755.0,2257
GRN00354,2024-11-24,Nakoda Marudhar Agri Residue Pvt Ltd,3746.0,2527
GRN00355,2024-11-12,Maa Balaji Trading Co,3191.0,2252
GRN00356,2024-11-28,Maa Vijay Biomass Co,3303.0,2203
GRN00357,2024-11-28,Khatu Jagdamba Agro Industries,2560.0,2276
GRN00358,2024-11-28,New Rathore Agro Industries,1430.0,2305
GRN00359,2024-11-10,Sanwariya Ganesh Agri Residue Pvt Ltd,2006.0,2278
GRN00360,2024-11-24,Khatu Rajputana Enterprises,3328.0,2541
GRN00361,2024-11-20,Salasar Mahaveer Krishi Udyog,1900.0,2310
GRN00362,2024-12-21,Khatu Rathore Biomass Co,3061.0,2429
GRN00363,2024-12-22,Salasar Deepak Agri Residue Pvt Ltd,2634.0,2144
GRN00364,2024-12-28,Shri Bhagwati Trading Co,3698.0,2144
GRN00365,2024-12-22,Shree Ramdev Fuels,3403.0,2197
GRN00366,2024-12-25,Om Shyam Biomass Suppliers,2185.0,2211
GRN00367,2024-12-11,Khatu Jagdamba Agro Industries,3815.0,2107
GRN00368,2024-12-20,Shree Luni Trading Co,2124.0,2223
GRN00369,2024-12-27,Sanwariya Krishna Agri Residue Pvt Ltd,3217.0,2463
GRN00370,2024-12-18,Khatu Jagdamba Agro Industries,2379.0,2133
GRN00371,2024-12-16,Sanwariya Krishna Agri Residue Pvt Ltd,2714.0,2470
GRN00372,2024-12-10,New Rathore Krishi Bhandar,3264.0,2154
GRN00373,2025-01-11,Khatu Shyam Enterprises,2322.0,2135
GRN00374,2024-12-19,Nakoda Ramdev Trading Co,3090.0,2098
